Compound_name,y_test,y_pred
bisphenol A,53.55208333,24.620207
mecoprop-P,45.85416667,24.620207
testosterone isocaproate,45.0,24.566805
testosterone undecanoate,36.32291667,24.560347
4-tert-butylbenzoic acid,35.4375,24.566805
estrone,33.35698925,23.008417
cefamandole,33.05102041,24.5269
equiline,31.66666667,24.620207
ibuprofen,31.625,15.052919
testosterone cypionate,30.46875,15.237207
naproxen,30.40625,12.158799
mesterolone,30.30208333,15.237207
ketoprofen,30.03125,15.237207
progesterone,29.96382979,15.230442
chlorambucil,24.94897959,15.237207
purpurin,22.71875,15.230442
MCPB,21.32291667,15.023499
17-alpha-hydroxyprogesterone acetate,19.41595745,15.052919
sulfaquinoxaline,19.30326087,4.2302723
dehydroepiandrosterone,19.3,4.2302723
5-5-diphenylhydantoin,16.92783505,4.235695
hexanophenone,14.34375,9.973424
BHA (3-tert-Butyl-4-hydroxyanisole),13.58333333,4.2302723
2-7-dihydroxy naphthalene,12.88541667,7.5098963
myclobutanil,12.58762887,8.806838
Androsta-1-4-dien-3-one- 17beta-hydroxy-17-methyl-,12.55208333,15.052919
estriol,12.51020408,8.939112
ethisterone,12.35416667,8.374948
2-4-dichlorophenol,11.84583333,10.279859
exemestane,11.53723404,4.1682167
indole-3-butyric acid,11.4375,4.162793
naphthalene,10.81052632,12.037034
linuron,10.71875,12.037034
nandrolone,10.375,12.037034
propyl gallate,10.37113402,6.9972963
tert-butylhydroquinone,10.07216495,4.162793
Rutin Hydrate,9.773195876,4.2302723
diphenyl carbonate,9.75,4.2302723
(+)-catechin,9.680412371,4.2370386
terbutylazine,9.5625,4.8606644
(+)-griseofulvin,9.37755102,4.162793
alpha-resorcylic acid,9.126315789,4.162793
4-tert-butylphenol,9.072916667,4.2302723
rifampicin,9.0,4.2302723
butyl phenyl ether,8.947916667,4.2302723
quercetin,8.721649485,4.2302723
valerophenone,7.854166667,4.2302723
naringin,7.81443299,4.162793
1-2-4-trimethyl benzene,7.614583333,4.2302723
cumene,7.367708333,4.162793
betamethasone,7.075531915,4.162793
toluic acid,6.729166667,4.162793
isoeugenol,6.381443299,4.2302723
aspirin,6.354166667,4.2302723
sulfamethoxazole,6.345652174,4.2302723
Sebuthylazine,6.3125,4.162793
(-)-epicatechin,6.288659794,4.162793
benzoin methyl ether,5.96875,4.162793
ethylparaben,5.693877551,4.3582582
(+)-catechin hydrate,5.690721649,4.242461
diphenylmethanol,5.589473684,4.2836704
hippuric acid,5.581632653,11.836251
5-7-dimethoxycoumarin,5.453608247,4.2302723
carbamazepine,5.142857143,4.2302723
alachlor,5.135416667,7.05715
4-hydroxy benzoic acid,4.957894737,4.2302723
2-ethoxybenzoic acid,4.947368421,4.162793
cyanazin,4.9375,4.162793
syringic acid,4.894736842,5.432146
3-4-dihydroxy benzoic acid,4.884210526,4.162793
ISOPROTURON,4.729166667,4.162793
piroxicam,4.673469388,4.162793
geraniol,4.639175258,4.2613554
butyrophenone,4.635416667,4.162793
hydrochloridethiazide,4.505154639,7.439929
3-(2-furyl)acrylic acid,4.473684211,4.1732774
sulfamethizole,4.348351648,4.162793
eugenol,4.010309278,7.290736
diethyl phthalate,3.918367347,4.2302723
3-4-dichloro aniline,3.645833333,4.162793
4-(dimethylamino)benzoic acid,3.469387755,4.340312
o-methylanisole,3.371134021,4.174672
methylparaben,3.363636364,4.2302723
3-nitrophenol,3.360824742,4.162793
methyl-p-toluene sulfonate,3.278350515,5.6002445
prednisone,3.193548387,4.162793
cortisone,3.185106383,4.176014
trans-ferulic acid,2.948453608,7.448874
propiophenone,2.9375,4.1682167
tropolone,2.908163265,4.162793
toluene,2.894736842,10.27472
(+)-carvone,2.845360825,4.1682167
cinnamaldehyde,2.845360825,4.1682167
abiraterone,2.826530612,4.3288355
L-(-)-carvone,2.804123711,4.162793
sulfathiazole,2.728571429,6.929817
methyl benzoate,2.666666667,4.1682167
m-cresol,2.652631579,4.162793
3-(5-methylfuran-2-yl)-propionic acid,2.642105263,13.007363
nortriptyline,2.458333333,5.604246
cinnamyl alcohol,2.275510204,4.162793
trans-2-hexenyl acetate,2.25,4.162793
camphor,2.082474227,4.162793
vanillin,1.979381443,4.162793
tropic acid,1.96969697,4.162793
nitrocyclohexane,1.905208333,4.162793
dimethyl phthalate,1.886597938,4.3461933
antipyrine,1.847826087,5.664751
acetophenone,1.791666667,4.162793
benzene,1.694736842,4.162793
gibberellic acid,1.65625,4.162793
1-3-butanediol diacrylate,1.541666667,4.278714
sulfadiazine,1.530769231,4.2302723
ATRAZIN-DESETHYL-2-HYDROXY,1.520833333,4.162793
phthalide,1.463157895,4.278714
sulfamerazine,1.446153846,5.352478
p-benzoquinone,1.357894737,4.2302723
sulfacetamide,1.331868132,4.2302723
aldicarb,1.010416667,4.162793
acetaminophen,0.979381443,4.2302723
pyrogallol,0.968421053,4.290779
benzamide,0.952083333,4.406704
formononetin,0.886597938,4.162793
thiamethoxam,0.826530612,4.235695
benzyl alcohol,0.821052632,4.162793
riboflavin,0.505154639,7.439929
sulfaguanidine,0.442391304,4.162793
L-(+)-ascorbic acid,0.381443299,4.1682167
Caffeine,0.35106383,7.625363
2-hydroxypyridine,0.336734694,4.2302723
thymine,0.142857143,4.162793
