Compound_name,y_pred,y_test
sulfamethizole,9.234491053705883,4.348351648
sulfathiazole,9.234491053705883,2.728571429
sulfamerazine,9.234491053705883,1.446153846
sulfacetamide,9.234491053705883,1.331868132
sulfadiazine,9.234491053705883,1.530769231
sulfaquinoxaline,9.234491053705883,19.30326087
sulfamethoxazole,9.234491053705883,6.345652174
testosterone,9.234491053705883,15.95913978
prednisone,9.234491053705883,3.193548387
estrone,9.234491053705883,33.35698925
exemestane,9.234491053705883,11.53723404
17-alpha-hydroxyprogesterone acetate,9.234491053705883,19.41595745
cortisone,9.234491053705883,3.185106383
dehydroepiandrosterone,9.234491053705883,19.3
corticosterone,9.234491053705883,4.681914894
norethisterone,9.234491053705883,16.71382979
progesterone,9.234491053705883,29.96382979
pyridine,9.234491053705883,3.085106383
methyl benzoate,9.234491053705883,2.666666667
nitrocyclohexane,9.234491053705883,1.905208333
anisole,9.234491053705883,2.066666667
phenol,9.234491053705883,1.61875
benzamide,9.234491053705883,0.952083333
cumene,9.234491053705883,7.367708333
"2,4-dichlorophenol",9.234491053705883,11.84583333
nandrolone,9.234491053705883,10.375
mesterolone,9.234491053705883,30.30208333
"Androsta-1,4-dien-3-one, 17beta-hydroxy-17-methyl-",9.234491053705883,12.55208333
purpurin,9.234491053705883,22.71875
ketoprofen,9.234491053705883,30.03125
naproxen,9.234491053705883,30.40625
ibuprofen,9.234491053705883,31.625
aspirin,9.234491053705883,6.354166667
ethisterone,9.234491053705883,12.35416667
testosterone cypionate,9.234491053705883,30.46875
testosterone isocaproate,9.234491053705883,45.0
testosterone undecanoate,9.234491053705883,36.32291667
Caffeine,9.234491053705883,0.35106383
propylparaben,9.234491053705883,11.88421053
benzene,9.234491053705883,1.694736842
1-cloro-4-nitrobenzene,9.234491053705883,3.526315789
naphthalene,9.234491053705883,10.81052632
2-ethoxybenzoic acid,9.234491053705883,4.947368421
3-(2-furyl)acrylic acid,9.234491053705883,4.473684211
phthalide,9.234491053705883,1.463157895
diphenylmethanol,9.234491053705883,5.589473684
m-cresol,9.234491053705883,2.652631579
p-benzoquinone,9.234491053705883,1.357894737
catechol,9.234491053705883,1.252631579
"3,4-dihydroxy benzoic acid",9.234491053705883,4.884210526
4-hydroxy benzoic acid,9.234491053705883,4.957894737
benzyl alcohol,9.234491053705883,0.821052632
3-(5-methylfuran-2-yl)-propionic acid,9.234491053705883,2.642105263
syringic acid,9.234491053705883,4.894736842
pyrogallol,9.234491053705883,0.968421053
acetophenone,9.234491053705883,1.791666667
propiophenone,9.234491053705883,2.9375
butyrophenone,9.234491053705883,4.635416667
valerophenone,9.234491053705883,7.854166667
hexanophenone,9.234491053705883,14.34375
4-tert-butylphenol,9.234491053705883,9.072916667
"2,7-dihydroxy naphthalene",9.234491053705883,12.88541667
"1,2,4-trimethyl benzene",9.234491053705883,7.614583333
"4-Phenyl-1,3-Dioxane",9.234491053705883,1.40625
vanillic acid,9.234491053705883,4.71875
benzoin methyl ether,9.234491053705883,5.96875
diphenyl carbonate,9.234491053705883,9.75
4-tert-butylbenzoic acid,9.234491053705883,35.4375
bisphenol A,9.234491053705883,53.55208333
BHA (3-tert-Butyl-4-hydroxyanisole),9.234491053705883,13.58333333
toluic acid,9.234491053705883,6.729166667
equiline,9.234491053705883,31.66666667
Sebuthylazine,9.234491053705883,6.3125
aldicarb,9.234491053705883,1.010416667
MCPB,9.234491053705883,21.32291667
indole-3-butyric acid,9.234491053705883,11.4375
ATRAZIN-DESETHYL-2-HYDROXY,9.234491053705883,1.520833333
mecoprop-P,9.234491053705883,45.85416667
cyanazin,9.234491053705883,4.9375
metamitron,9.234491053705883,0.78125
terbutylazine,9.234491053705883,9.5625
linuron,9.234491053705883,10.71875
alachlor,9.234491053705883,5.135416667
"1,3-butanediol diacrylate",9.234491053705883,1.541666667
nortriptyline,9.234491053705883,2.458333333
"3,4-dichloro aniline",9.234491053705883,3.645833333
"5,7-dimethoxycoumarin",9.234491053705883,5.453608247
trans-ferulic acid,9.234491053705883,2.948453608
quercetin,9.234491053705883,8.721649485
formononetin,9.234491053705883,0.886597938
Rutin Hydrate,9.234491053705883,9.773195876
(+)-catechin hydrate,9.234491053705883,5.690721649
pentoxifylline,9.234491053705883,0.927835052
naringin,9.234491053705883,7.81443299
(-)-epicatechin,9.234491053705883,6.288659794
(+)-catechin,9.234491053705883,9.680412371
tert-butylhydroquinone,9.234491053705883,10.07216495
propyl gallate,9.234491053705883,10.37113402
folinic acid sodium salt,9.234491053705883,11.04123711
riboflavin,9.234491053705883,0.505154639
L-(+)-ascorbic acid,9.234491053705883,0.381443299
"5,5-diphenylhydantoin",9.234491053705883,16.92783505
antipyrine,9.234491053705883,1.847826087
eugenol,9.234491053705883,4.010309278
L-(-)-carvone,9.234491053705883,2.804123711
vanillin,9.234491053705883,1.979381443
(+)-carvone,9.234491053705883,2.845360825
geraniol,9.234491053705883,4.639175258
camphor,9.234491053705883,2.082474227
o-methylanisole,9.234491053705883,3.371134021
cinnamaldehyde,9.234491053705883,2.845360825
cinnamyl alcohol,9.234491053705883,2.275510204
dimethyl phthalate,9.234491053705883,1.886597938
diethyl phthalate,9.234491053705883,3.918367347
isopropyl isocyanate,9.234491053705883,0.757575758
ethylparaben,9.234491053705883,5.693877551
butylparaben,9.234491053705883,19.56565657
cefamandole,9.234491053705883,33.05102041
myclobutanil,9.234491053705883,12.58762887
fmoc chloride,9.234491053705883,0.288659794
(+)-griseofulvin,9.234491053705883,9.37755102
hippuric acid,9.234491053705883,5.581632653
carbamazepine,9.234491053705883,5.142857143
dansyl chloride,9.234491053705883,6.826530612
abiraterone,9.234491053705883,2.826530612
estriol,9.234491053705883,12.51020408
chlorambucil,9.234491053705883,24.94897959
piroxicam,9.234491053705883,4.673469388
methyl-p-toluene sulfonate,9.234491053705883,3.278350515
tropolone,9.234491053705883,2.908163265
tropic acid,9.234491053705883,1.96969697
PyBOP,9.234491053705883,3.252525253
p-toluenesulfonyl isocyanate,9.234491053705883,1.643564356
rifampicin,9.234491053705883,9.0
thiamethoxam,9.234491053705883,0.826530612
4-(dimethylamino)benzoic acid,9.234491053705883,3.469387755
