Compound_name,y_pred,y_test
sulfamethizole,8.610924493558823,4.348351648
sulfathiazole,8.610924493558823,2.728571429
sulfamerazine,8.610924493558823,1.446153846
sulfacetamide,8.610924493558823,1.331868132
sulfaguanidine,8.610924493558823,0.442391304
sulfaquinoxaline,8.610924493558823,19.30326087
sulfamethoxazole,8.610924493558823,6.345652174
testosterone,8.610924493558823,15.95913978
prednisone,8.610924493558823,3.193548387
estrone,8.610924493558823,33.35698925
exemestane,8.610924493558823,11.53723404
17-alpha-hydroxyprogesterone acetate,8.610924493558823,19.41595745
cortisone,8.610924493558823,3.185106383
betamethasone,8.610924493558823,7.075531915
dehydroepiandrosterone,8.610924493558823,19.3
corticosterone,8.610924493558823,4.681914894
norethisterone,8.610924493558823,16.71382979
progesterone,8.610924493558823,29.96382979
methyl benzoate,8.610924493558823,2.666666667
nitrocyclohexane,8.610924493558823,1.905208333
anisole,8.610924493558823,2.066666667
benzamide,8.610924493558823,0.952083333
cumene,8.610924493558823,7.367708333
"2,4-dichlorophenol",8.610924493558823,11.84583333
nandrolone,8.610924493558823,10.375
mesterolone,8.610924493558823,30.30208333
"Androsta-1,4-dien-3-one, 17beta-hydroxy-17-methyl-",8.610924493558823,12.55208333
purpurin,8.610924493558823,22.71875
ketoprofen,8.610924493558823,30.03125
naproxen,8.610924493558823,30.40625
ibuprofen,8.610924493558823,31.625
testosterone cypionate,8.610924493558823,30.46875
testosterone isocaproate,8.610924493558823,45.0
testosterone undecanoate,8.610924493558823,36.32291667
Caffeine,8.610924493558823,0.35106383
propylparaben,8.610924493558823,11.88421053
benzene,8.610924493558823,1.694736842
toluene,8.610924493558823,2.894736842
1-cloro-4-nitrobenzene,8.610924493558823,3.526315789
naphthalene,8.610924493558823,10.81052632
3-(2-furyl)acrylic acid,8.610924493558823,4.473684211
phthalide,8.610924493558823,1.463157895
diphenylmethanol,8.610924493558823,5.589473684
m-cresol,8.610924493558823,2.652631579
catechol,8.610924493558823,1.252631579
"3,4-dihydroxy benzoic acid",8.610924493558823,4.884210526
4-hydroxy benzoic acid,8.610924493558823,4.957894737
benzyl alcohol,8.610924493558823,0.821052632
3-(5-methylfuran-2-yl)-propionic acid,8.610924493558823,2.642105263
syringic acid,8.610924493558823,4.894736842
alpha-resorcylic acid,8.610924493558823,9.126315789
pyrogallol,8.610924493558823,0.968421053
acetophenone,8.610924493558823,1.791666667
propiophenone,8.610924493558823,2.9375
butyrophenone,8.610924493558823,4.635416667
valerophenone,8.610924493558823,7.854166667
hexanophenone,8.610924493558823,14.34375
4-tert-butylphenol,8.610924493558823,9.072916667
"2,7-dihydroxy naphthalene",8.610924493558823,12.88541667
"1,2,4-trimethyl benzene",8.610924493558823,7.614583333
gibberellic acid,8.610924493558823,1.65625
"4-Phenyl-1,3-Dioxane",8.610924493558823,1.40625
vanillic acid,8.610924493558823,4.71875
benzoin methyl ether,8.610924493558823,5.96875
diphenyl carbonate,8.610924493558823,9.75
trans-2-hexenyl acetate,8.610924493558823,2.25
bisphenol A,8.610924493558823,53.55208333
BHA (3-tert-Butyl-4-hydroxyanisole),8.610924493558823,13.58333333
butyl phenyl ether,8.610924493558823,8.947916667
toluic acid,8.610924493558823,6.729166667
equiline,8.610924493558823,31.66666667
Sebuthylazine,8.610924493558823,6.3125
aldicarb,8.610924493558823,1.010416667
MCPB,8.610924493558823,21.32291667
indole-3-butyric acid,8.610924493558823,11.4375
cyanazin,8.610924493558823,4.9375
ISOPROTURON,8.610924493558823,4.729166667
metamitron,8.610924493558823,0.78125
terbutylazine,8.610924493558823,9.5625
linuron,8.610924493558823,10.71875
alachlor,8.610924493558823,5.135416667
"1,3-butanediol diacrylate",8.610924493558823,1.541666667
nortriptyline,8.610924493558823,2.458333333
"3,4-dichloro aniline",8.610924493558823,3.645833333
"5,7-dimethoxycoumarin",8.610924493558823,5.453608247
trans-ferulic acid,8.610924493558823,2.948453608
formononetin,8.610924493558823,0.886597938
Rutin Hydrate,8.610924493558823,9.773195876
(+)-catechin hydrate,8.610924493558823,5.690721649
pentoxifylline,8.610924493558823,0.927835052
(-)-epicatechin,8.610924493558823,6.288659794
(+)-catechin,8.610924493558823,9.680412371
tert-butylhydroquinone,8.610924493558823,10.07216495
propyl gallate,8.610924493558823,10.37113402
folinic acid sodium salt,8.610924493558823,11.04123711
riboflavin,8.610924493558823,0.505154639
L-(+)-ascorbic acid,8.610924493558823,0.381443299
hydrochloridethiazide,8.610924493558823,4.505154639
"5,5-diphenylhydantoin",8.610924493558823,16.92783505
antipyrine,8.610924493558823,1.847826087
acetaminophen,8.610924493558823,0.979381443
isoeugenol,8.610924493558823,6.381443299
eugenol,8.610924493558823,4.010309278
L-(-)-carvone,8.610924493558823,2.804123711
(+)-carvone,8.610924493558823,2.845360825
geraniol,8.610924493558823,4.639175258
camphor,8.610924493558823,2.082474227
o-methylanisole,8.610924493558823,3.371134021
cinnamaldehyde,8.610924493558823,2.845360825
cinnamyl alcohol,8.610924493558823,2.275510204
dimethyl phthalate,8.610924493558823,1.886597938
diethyl phthalate,8.610924493558823,3.918367347
isopropyl isocyanate,8.610924493558823,0.757575758
methylparaben,8.610924493558823,3.363636364
ethylparaben,8.610924493558823,5.693877551
butylparaben,8.610924493558823,19.56565657
cefamandole,8.610924493558823,33.05102041
myclobutanil,8.610924493558823,12.58762887
fmoc chloride,8.610924493558823,0.288659794
(+)-griseofulvin,8.610924493558823,9.37755102
hippuric acid,8.610924493558823,5.581632653
3-nitrophenol,8.610924493558823,3.360824742
thymine,8.610924493558823,0.142857143
dansyl chloride,8.610924493558823,6.826530612
abiraterone,8.610924493558823,2.826530612
estriol,8.610924493558823,12.51020408
chlorambucil,8.610924493558823,24.94897959
2-hydroxypyridine,8.610924493558823,0.336734694
piroxicam,8.610924493558823,4.673469388
tropolone,8.610924493558823,2.908163265
tropic acid,8.610924493558823,1.96969697
PyBOP,8.610924493558823,3.252525253
p-toluenesulfonyl isocyanate,8.610924493558823,1.643564356
rifampicin,8.610924493558823,9.0
thiamethoxam,8.610924493558823,0.826530612
4-(dimethylamino)benzoic acid,8.610924493558823,3.469387755
