Compound_name,y_pred,y_test
sulfathiazole,8.842266162786764,2.728571429
sulfacetamide,8.842266162786764,1.331868132
sulfadiazine,8.842266162786764,1.530769231
sulfaguanidine,8.842266162786764,0.442391304
sulfaquinoxaline,8.842266162786764,19.30326087
sulfamethoxazole,8.842266162786764,6.345652174
testosterone,8.842266162786764,15.95913978
prednisone,8.842266162786764,3.193548387
estrone,8.842266162786764,33.35698925
exemestane,8.842266162786764,11.53723404
17-alpha-hydroxyprogesterone acetate,8.842266162786764,19.41595745
cortisone,8.842266162786764,3.185106383
betamethasone,8.842266162786764,7.075531915
dehydroepiandrosterone,8.842266162786764,19.3
corticosterone,8.842266162786764,4.681914894
norethisterone,8.842266162786764,16.71382979
progesterone,8.842266162786764,29.96382979
pyridine,8.842266162786764,3.085106383
methyl benzoate,8.842266162786764,2.666666667
anisole,8.842266162786764,2.066666667
phenol,8.842266162786764,1.61875
benzamide,8.842266162786764,0.952083333
cumene,8.842266162786764,7.367708333
nandrolone,8.842266162786764,10.375
mesterolone,8.842266162786764,30.30208333
"Androsta-1,4-dien-3-one, 17beta-hydroxy-17-methyl-",8.842266162786764,12.55208333
purpurin,8.842266162786764,22.71875
ketoprofen,8.842266162786764,30.03125
naproxen,8.842266162786764,30.40625
ibuprofen,8.842266162786764,31.625
aspirin,8.842266162786764,6.354166667
ethisterone,8.842266162786764,12.35416667
testosterone cypionate,8.842266162786764,30.46875
testosterone isocaproate,8.842266162786764,45.0
testosterone undecanoate,8.842266162786764,36.32291667
Caffeine,8.842266162786764,0.35106383
propylparaben,8.842266162786764,11.88421053
benzene,8.842266162786764,1.694736842
toluene,8.842266162786764,2.894736842
1-cloro-4-nitrobenzene,8.842266162786764,3.526315789
naphthalene,8.842266162786764,10.81052632
2-ethoxybenzoic acid,8.842266162786764,4.947368421
3-(2-furyl)acrylic acid,8.842266162786764,4.473684211
phthalide,8.842266162786764,1.463157895
diphenylmethanol,8.842266162786764,5.589473684
m-cresol,8.842266162786764,2.652631579
p-benzoquinone,8.842266162786764,1.357894737
catechol,8.842266162786764,1.252631579
"3,4-dihydroxy benzoic acid",8.842266162786764,4.884210526
4-hydroxy benzoic acid,8.842266162786764,4.957894737
benzyl alcohol,8.842266162786764,0.821052632
3-(5-methylfuran-2-yl)-propionic acid,8.842266162786764,2.642105263
syringic acid,8.842266162786764,4.894736842
alpha-resorcylic acid,8.842266162786764,9.126315789
pyrogallol,8.842266162786764,0.968421053
acetophenone,8.842266162786764,1.791666667
butyrophenone,8.842266162786764,4.635416667
valerophenone,8.842266162786764,7.854166667
hexanophenone,8.842266162786764,14.34375
4-tert-butylphenol,8.842266162786764,9.072916667
"2,7-dihydroxy naphthalene",8.842266162786764,12.88541667
gibberellic acid,8.842266162786764,1.65625
"4-Phenyl-1,3-Dioxane",8.842266162786764,1.40625
vanillic acid,8.842266162786764,4.71875
benzoin methyl ether,8.842266162786764,5.96875
diphenyl carbonate,8.842266162786764,9.75
trans-2-hexenyl acetate,8.842266162786764,2.25
4-tert-butylbenzoic acid,8.842266162786764,35.4375
bisphenol A,8.842266162786764,53.55208333
BHA (3-tert-Butyl-4-hydroxyanisole),8.842266162786764,13.58333333
butyl phenyl ether,8.842266162786764,8.947916667
toluic acid,8.842266162786764,6.729166667
equiline,8.842266162786764,31.66666667
Sebuthylazine,8.842266162786764,6.3125
aldicarb,8.842266162786764,1.010416667
indole-3-butyric acid,8.842266162786764,11.4375
ATRAZIN-DESETHYL-2-HYDROXY,8.842266162786764,1.520833333
mecoprop-P,8.842266162786764,45.85416667
cyanazin,8.842266162786764,4.9375
ISOPROTURON,8.842266162786764,4.729166667
metamitron,8.842266162786764,0.78125
terbutylazine,8.842266162786764,9.5625
linuron,8.842266162786764,10.71875
alachlor,8.842266162786764,5.135416667
"1,3-butanediol diacrylate",8.842266162786764,1.541666667
nortriptyline,8.842266162786764,2.458333333
"5,7-dimethoxycoumarin",8.842266162786764,5.453608247
trans-ferulic acid,8.842266162786764,2.948453608
quercetin,8.842266162786764,8.721649485
formononetin,8.842266162786764,0.886597938
Rutin Hydrate,8.842266162786764,9.773195876
(+)-catechin hydrate,8.842266162786764,5.690721649
pentoxifylline,8.842266162786764,0.927835052
naringin,8.842266162786764,7.81443299
(-)-epicatechin,8.842266162786764,6.288659794
(+)-catechin,8.842266162786764,9.680412371
tert-butylhydroquinone,8.842266162786764,10.07216495
propyl gallate,8.842266162786764,10.37113402
L-(+)-ascorbic acid,8.842266162786764,0.381443299
hydrochloridethiazide,8.842266162786764,4.505154639
"5,5-diphenylhydantoin",8.842266162786764,16.92783505
antipyrine,8.842266162786764,1.847826087
acetaminophen,8.842266162786764,0.979381443
isoeugenol,8.842266162786764,6.381443299
eugenol,8.842266162786764,4.010309278
L-(-)-carvone,8.842266162786764,2.804123711
vanillin,8.842266162786764,1.979381443
(+)-carvone,8.842266162786764,2.845360825
geraniol,8.842266162786764,4.639175258
o-methylanisole,8.842266162786764,3.371134021
cinnamaldehyde,8.842266162786764,2.845360825
cinnamyl alcohol,8.842266162786764,2.275510204
dimethyl phthalate,8.842266162786764,1.886597938
diethyl phthalate,8.842266162786764,3.918367347
isopropyl isocyanate,8.842266162786764,0.757575758
methylparaben,8.842266162786764,3.363636364
ethylparaben,8.842266162786764,5.693877551
butylparaben,8.842266162786764,19.56565657
myclobutanil,8.842266162786764,12.58762887
(+)-griseofulvin,8.842266162786764,9.37755102
hippuric acid,8.842266162786764,5.581632653
3-nitrophenol,8.842266162786764,3.360824742
thymine,8.842266162786764,0.142857143
carbamazepine,8.842266162786764,5.142857143
dansyl chloride,8.842266162786764,6.826530612
estriol,8.842266162786764,12.51020408
chlorambucil,8.842266162786764,24.94897959
2-hydroxypyridine,8.842266162786764,0.336734694
methyl-p-toluene sulfonate,8.842266162786764,3.278350515
tropolone,8.842266162786764,2.908163265
tropic acid,8.842266162786764,1.96969697
PyBOP,8.842266162786764,3.252525253
p-toluenesulfonyl isocyanate,8.842266162786764,1.643564356
rifampicin,8.842266162786764,9.0
thiamethoxam,8.842266162786764,0.826530612
4-(dimethylamino)benzoic acid,8.842266162786764,3.469387755
