Compound_name,y_pred,y_test
sulfamethizole,8.478916161279411,4.348351648
sulfathiazole,8.478916161279411,2.728571429
sulfamerazine,8.478916161279411,1.446153846
sulfacetamide,8.478916161279411,1.331868132
sulfadiazine,8.478916161279411,1.530769231
sulfaguanidine,8.478916161279411,0.442391304
sulfaquinoxaline,8.478916161279411,19.30326087
sulfamethoxazole,8.478916161279411,6.345652174
testosterone,8.478916161279411,15.95913978
prednisone,8.478916161279411,3.193548387
estrone,8.478916161279411,33.35698925
exemestane,8.478916161279411,11.53723404
17-alpha-hydroxyprogesterone acetate,8.478916161279411,19.41595745
cortisone,8.478916161279411,3.185106383
betamethasone,8.478916161279411,7.075531915
dehydroepiandrosterone,8.478916161279411,19.3
corticosterone,8.478916161279411,4.681914894
norethisterone,8.478916161279411,16.71382979
pyridine,8.478916161279411,3.085106383
nitrocyclohexane,8.478916161279411,1.905208333
anisole,8.478916161279411,2.066666667
phenol,8.478916161279411,1.61875
benzamide,8.478916161279411,0.952083333
cumene,8.478916161279411,7.367708333
"2,4-dichlorophenol",8.478916161279411,11.84583333
nandrolone,8.478916161279411,10.375
"Androsta-1,4-dien-3-one, 17beta-hydroxy-17-methyl-",8.478916161279411,12.55208333
purpurin,8.478916161279411,22.71875
ketoprofen,8.478916161279411,30.03125
naproxen,8.478916161279411,30.40625
ibuprofen,8.478916161279411,31.625
aspirin,8.478916161279411,6.354166667
ethisterone,8.478916161279411,12.35416667
testosterone cypionate,8.478916161279411,30.46875
testosterone isocaproate,8.478916161279411,45.0
testosterone undecanoate,8.478916161279411,36.32291667
Caffeine,8.478916161279411,0.35106383
propylparaben,8.478916161279411,11.88421053
benzene,8.478916161279411,1.694736842
toluene,8.478916161279411,2.894736842
1-cloro-4-nitrobenzene,8.478916161279411,3.526315789
naphthalene,8.478916161279411,10.81052632
2-ethoxybenzoic acid,8.478916161279411,4.947368421
3-(2-furyl)acrylic acid,8.478916161279411,4.473684211
phthalide,8.478916161279411,1.463157895
diphenylmethanol,8.478916161279411,5.589473684
p-benzoquinone,8.478916161279411,1.357894737
catechol,8.478916161279411,1.252631579
"3,4-dihydroxy benzoic acid",8.478916161279411,4.884210526
4-hydroxy benzoic acid,8.478916161279411,4.957894737
3-(5-methylfuran-2-yl)-propionic acid,8.478916161279411,2.642105263
alpha-resorcylic acid,8.478916161279411,9.126315789
pyrogallol,8.478916161279411,0.968421053
acetophenone,8.478916161279411,1.791666667
propiophenone,8.478916161279411,2.9375
butyrophenone,8.478916161279411,4.635416667
valerophenone,8.478916161279411,7.854166667
"2,7-dihydroxy naphthalene",8.478916161279411,12.88541667
"1,2,4-trimethyl benzene",8.478916161279411,7.614583333
gibberellic acid,8.478916161279411,1.65625
"4-Phenyl-1,3-Dioxane",8.478916161279411,1.40625
vanillic acid,8.478916161279411,4.71875
benzoin methyl ether,8.478916161279411,5.96875
diphenyl carbonate,8.478916161279411,9.75
trans-2-hexenyl acetate,8.478916161279411,2.25
4-tert-butylbenzoic acid,8.478916161279411,35.4375
bisphenol A,8.478916161279411,53.55208333
BHA (3-tert-Butyl-4-hydroxyanisole),8.478916161279411,13.58333333
butyl phenyl ether,8.478916161279411,8.947916667
toluic acid,8.478916161279411,6.729166667
Sebuthylazine,8.478916161279411,6.3125
aldicarb,8.478916161279411,1.010416667
MCPB,8.478916161279411,21.32291667
indole-3-butyric acid,8.478916161279411,11.4375
ATRAZIN-DESETHYL-2-HYDROXY,8.478916161279411,1.520833333
mecoprop-P,8.478916161279411,45.85416667
cyanazin,8.478916161279411,4.9375
ISOPROTURON,8.478916161279411,4.729166667
metamitron,8.478916161279411,0.78125
terbutylazine,8.478916161279411,9.5625
linuron,8.478916161279411,10.71875
alachlor,8.478916161279411,5.135416667
"1,3-butanediol diacrylate",8.478916161279411,1.541666667
nortriptyline,8.478916161279411,2.458333333
"3,4-dichloro aniline",8.478916161279411,3.645833333
trans-ferulic acid,8.478916161279411,2.948453608
quercetin,8.478916161279411,8.721649485
formononetin,8.478916161279411,0.886597938
Rutin Hydrate,8.478916161279411,9.773195876
(+)-catechin hydrate,8.478916161279411,5.690721649
pentoxifylline,8.478916161279411,0.927835052
naringin,8.478916161279411,7.81443299
(-)-epicatechin,8.478916161279411,6.288659794
(+)-catechin,8.478916161279411,9.680412371
tert-butylhydroquinone,8.478916161279411,10.07216495
folinic acid sodium salt,8.478916161279411,11.04123711
riboflavin,8.478916161279411,0.505154639
L-(+)-ascorbic acid,8.478916161279411,0.381443299
hydrochloridethiazide,8.478916161279411,4.505154639
"5,5-diphenylhydantoin",8.478916161279411,16.92783505
antipyrine,8.478916161279411,1.847826087
acetaminophen,8.478916161279411,0.979381443
isoeugenol,8.478916161279411,6.381443299
eugenol,8.478916161279411,4.010309278
L-(-)-carvone,8.478916161279411,2.804123711
vanillin,8.478916161279411,1.979381443
(+)-carvone,8.478916161279411,2.845360825
geraniol,8.478916161279411,4.639175258
camphor,8.478916161279411,2.082474227
o-methylanisole,8.478916161279411,3.371134021
cinnamyl alcohol,8.478916161279411,2.275510204
dimethyl phthalate,8.478916161279411,1.886597938
diethyl phthalate,8.478916161279411,3.918367347
isopropyl isocyanate,8.478916161279411,0.757575758
methylparaben,8.478916161279411,3.363636364
ethylparaben,8.478916161279411,5.693877551
butylparaben,8.478916161279411,19.56565657
cefamandole,8.478916161279411,33.05102041
myclobutanil,8.478916161279411,12.58762887
fmoc chloride,8.478916161279411,0.288659794
(+)-griseofulvin,8.478916161279411,9.37755102
hippuric acid,8.478916161279411,5.581632653
3-nitrophenol,8.478916161279411,3.360824742
thymine,8.478916161279411,0.142857143
carbamazepine,8.478916161279411,5.142857143
dansyl chloride,8.478916161279411,6.826530612
abiraterone,8.478916161279411,2.826530612
estriol,8.478916161279411,12.51020408
chlorambucil,8.478916161279411,24.94897959
2-hydroxypyridine,8.478916161279411,0.336734694
piroxicam,8.478916161279411,4.673469388
methyl-p-toluene sulfonate,8.478916161279411,3.278350515
tropolone,8.478916161279411,2.908163265
tropic acid,8.478916161279411,1.96969697
thiamethoxam,8.478916161279411,0.826530612
4-(dimethylamino)benzoic acid,8.478916161279411,3.469387755
